t,x_ref,y_ref,vx_ref,vy_ref,v_xy_ref,ax_ref,ay_ref,a_xy_ref,x_odom,y_odom,vx_odom,vy_odom,v_xy_odom
0.0,-17.971290467209176,-0.9790686581768112,0.003750839697221487,0.0027054062274487257,0.004624718509246906,0.09800986403595982,0.04925299336491666,0.1096895200269919,-17.999999999997613,-0.9999999999984626,3.965122459995739e-09,2.5547721052323307e-09,4.716890568206548e-09
0.009974241256713867,-17.971242035016363,-0.9790361380961073,0.006576737693346643,0.004124791666212338,0.007763207132154937,0.46863019327277905,0.2353576498596527,0.5244115572661812,-17.999999996055916,-0.9999999974586561,1.6271916834046694e-06,1.0481165525671208e-06,1.9355363810340813e-06
0.02000141143798828,-17.971146287618414,-0.9789798117294521,0.01314369121430875,0.0074227265043174465,0.015094816577056965,0.8412142381061274,0.422448373733094,0.9413309847562696,-17.99999990881966,-0.9999999418189106,2.218294198833216e-05,1.4052108244840814e-05,2.6259182420296964e-05
0.03003525733947754,-17.97096580290968,-0.9788809256334087,0.02345484299411214,0.012600787098323928,0.026625354370895013,1.2140514390543555,0.6096662183500094,1.35853369279792,-17.99999929357649,-0.9999995589432077,0.00012194906923875662,7.508024652892308e-05,0.0001432083059987895
0.03997349739074707,-17.97066666850757,-0.9787225352722531,0.03735541211283389,0.019581247298511698,0.04217643963026193,1.5833351277856047,0.7950996892606782,1.7717600409599161,-17.99999681502753,-0.9999980592453571,0.0004260031147899767,0.00025481536843880657,0.000496396540885779
0.05015277862548828,-17.970197855221897,-0.9784787394261317,0.05539770008308411,0.0286414545984741,0.062363756269260995,1.96157429304105,0.9850300961211751,2.19500751647551,-17.999989167943074,-0.9999935602264944,0.0011727346350630728,0.0006819809007339002,0.0013566150792477358
0.05996894836425781,-17.969553695583777,-0.9781471898275993,0.07644314371290634,0.039209663755395245,0.08591246680501735,2.3263229833350914,1.1681863462218067,2.6031592272260515,-17.999971306196493,-0.9999833214278325,0.0026193221803966385,0.0014851827410114664,0.003011082273687674
0.06996774673461914,-17.96866688960052,-0.9776936427795793,0.10156068903234046,0.05182265997182622,0.11401825136038211,2.6978517837083684,1.3547471857573763,3.0188978426200443,-17.99993313323497,-0.9999619756524925,0.005251894049373785,0.0029045753550501615,0.006001578883844862
0.08014583587646484,-17.967486924715246,-0.9770927360234778,0.1309443518078715,0.06657786692347326,0.14689804503281634,3.076047622964995,1.5446558367413294,3.44209683662846,-17.99985896053649,-0.9999215190269118,0.00969236543255772,0.005226944735780077,0.011011943468304714
0.08997797966003418,-17.966044884794876,-0.9763605115151079,0.16298469533377855,0.0826670961966569,0.18275081314903072,3.441390206431518,1.7281103065459018,3.850913110485997,-17.999733141885702,-0.9998545449467957,0.01631868535959152,0.008593724316177628,0.01844319900363842
0.09997439384460449,-17.964237479911077,-0.9754446819821407,0.1992430051470057,0.10087435682478375,0.22332355667242884,3.8128368509013755,1.914629892013686,4.266559793907013,-17.999524055822313,-0.9997456796914663,0.026072194458967225,0.0134557524457942,0.02933967617048112
0.10997462272644043,-17.962048165529275,-0.9743370721224868,0.23923013000301102,0.12095401850753218,0.2680688898294205,4.184422577029533,2.1012193164573727,4.682362108915549,-17.999199540749977,-0.9995794744534909,0.039498775090647115,0.020120106669695416,0.04432800385829986
0.11997365951538086,-17.95944070278983,-0.9730194888202395,0.28292817745189025,0.1428970964804017,0.31696677078012064,4.555967429573899,2.2877882164892256,5.0981186866181485,-17.99872016203435,-0.9993360980190907,0.05709305032433955,0.028936880448947187,0.064007495228717
0.1299748420715332,-17.956377102631894,-0.971472853643202,0.330350620208162,0.16671035609509116,0.3700322622438068,4.927582250262155,2.4743922505824267,5.513953558277492,-17.998043607702037,-0.9989929102500781,0.07916526690909838,0.04023384035076666,0.08880259790208711
0.13997244834899902,-17.952821887635533,-0.9696793560757879,0.3814723409785191,0.19238118466651483,0.427237249248381,5.299076196615799,2.660935588392269,5.929653172244787,-17.99712034223648,-0.9985215535716925,0.1060401275775281,0.05441443421490911,0.11918657352062399
